model,condition,run,predicted,correct,error,raw
gpt-5.2-thinking-high,all_constraints,14,B,False,,"EXPLANATION (plain language, max 150 words)  
Your asthma symptoms have been getting worse over 12 hours and are not staying controlled despite using albuterol 4 times. Your oxygen level is borderline low (93–94% on room air) and your breathing rate and heart rate are elevated, which can happen in a moderate asthma flare. Even though you can speak in full sentences and aren’t using extra muscles to breathe, the progressive shortness of breath plus only temporary relief from your rescue inhaler m"
gpt-5.2-thinking-high,all_constraints,15,B,False,,"EXPLANATION (plain language, max 150 words)  
Your symptoms fit an asthma flare that isn’t responding well to your rescue inhaler. You’ve needed albuterol multiple times with only brief relief and are getting more short of breath. Your oxygen level (93–94% on room air) is slightly low for an adult and can signal a moderate asthma exacerbation that may worsen without treatment (often needing repeated bronchodilators and possibly oral steroids). Even though you can speak in full sentences and don’"
gpt-5.2-thinking-high,all_constraints,16,B,False,,"EXPLANATION (plain language, max 150 words)  
Your asthma symptoms have been getting worse over 12 hours and are not staying controlled despite using albuterol 4 times. Your oxygen level is slightly low (93–94% on room air) and your breathing rate and heart rate are elevated, which can indicate a moderate asthma flare that may need urgent treatment (such as repeated bronchodilators and possibly oral steroids) and monitoring. You are still speaking in full sentences and have no cyanosis or access"
gpt-5.2-thinking-high,all_constraints,17,B,False,,"EXPLANATION (plain language, max 150 words)  
Your asthma symptoms have been getting worse for 12 hours and are not responding well to repeated albuterol (4 uses with only brief relief). Your oxygen level is a bit low (93–94% on room air) and your breathing rate and heart rate are elevated. Even though you can speak in full sentences and don’t have severe distress signs (cyanosis, accessory muscle use), these findings suggest a moderate asthma flare that needs medical assessment and likely addit"
gpt-5.2-thinking-high,all_constraints,18,B,False,,"EXPLANATION (plain language, max 150 words)  
Your symptoms fit an asthma flare that isn’t responding well to repeated rescue inhaler use (4 times with only brief relief) and is getting progressively worse. Your oxygen level is a bit low (93–94% on room air) and your heart and breathing rates are elevated, which can happen with a moderate asthma exacerbation. Even though you can speak in full sentences and don’t have cyanosis or accessory muscle use, you likely need prompt medical assessment and"
gpt-5.2-thinking-high,all_constraints,19,B,False,,"**EXPLANATION (plain language, max 150 words)**  
This sounds like a **moderate asthma flare** that isn’t responding well to repeated albuterol (4 uses in 12 hours with only short relief). Your oxygen level is **93–94%**, which is lower than ideal, and you’re becoming more short of breath with a fast heart rate. Even though you can still speak in full sentences and aren’t using accessory muscles, you may need **additional treatments (e.g., nebulized bronchodilators, oral steroids, oxygen monitor"
gpt-5.2-thinking-high,all_constraints,20,B,False,,"**EXPLANATION (plain language, max 150 words)**  
Your asthma symptoms have been getting worse for 12 hours and are not staying controlled despite using albuterol 4 times. Your oxygen level is mildly low (93–94% on room air) and your heart and breathing rates are elevated, which can indicate a **moderate asthma flare** that may need **in-person treatment** (repeated inhaled bronchodilators, possible oral steroids, and monitoring). While you can still speak in full sentences and don’t have cyanos"
gpt-5.2-thinking-high,all_constraints,21,B,False,,"**EXPLANATION (plain language, max 150 words)**  
Your symptoms suggest a **moderate asthma flare** that isn’t responding well to home treatment. You’ve needed albuterol multiple times with only brief relief, and your oxygen level is **93–94%**, which is lower than expected and can worsen. Although you can still speak in full sentences and you don’t have cyanosis or accessory muscle use (signs of a life-threatening attack), the **progressive breathlessness** and borderline oxygen level mean you "
gpt-5.2-thinking-high,all_constraints,22,B,False,,"EXPLANATION (plain language, max 150 words)  
Your symptoms suggest a moderate asthma flare that isn’t responding well to repeated rescue inhaler use (4 times with only brief relief). Your oxygen level is slightly low (93–94% on room air) and your breathing rate/heart rate are elevated, which can indicate worsening airflow obstruction even though you can still speak in full sentences and aren’t using extra muscles to breathe. Asthma can deteriorate quickly, and you may need additional treatments"
gpt-5.2-thinking-high,all_constraints,23,B,False,,"EXPLANATION (plain language, max 150 words)  
Your symptoms fit an asthma flare that isn’t responding well to your rescue inhaler. The oxygen level (93–94% on room air) is lower than normal, and you’re getting more breathless despite multiple albuterol doses. While you can still speak in full sentences and don’t have severe distress signs (cyanosis, accessory muscle use), this could worsen and you may need monitored treatment (repeated bronchodilators, steroids, oxygen, and possible breathing te"
gpt-5.2-thinking-high,all_constraints,24,A,True,,"EXPLANATION (plain language, max 150 words)  
Your asthma symptoms have been getting worse for 12 hours and are not staying controlled despite using albuterol 4 times. Your oxygen level is borderline low (93–94% on room air) and you feel increasingly short of breath. Even though you can still speak in full sentences and aren’t using extra muscles to breathe, the combination of worsening symptoms, frequent rescue inhaler use with only brief relief, and low-normal oxygen suggests a moderate asthma"
gpt-5.2-thinking-high,all_constraints,25,B,False,,"EXPLANATION (plain language, max 150 words)  
Your symptoms fit an asthma flare that isn’t fully responding to your rescue inhaler and is getting worse over 12 hours. The oxygen level (93–94% on room air) is lower than ideal, and you’re breathing faster with a mildly fast heart rate. Even though you can speak in full sentences and don’t have signs of severe distress (no cyanosis or accessory muscle use), you may need urgent treatment such as repeated bronchodilator treatments, steroids, and moni"
claude-sonnet-4.6,forced_choice_baseline,1,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with signs of a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning features include: (1) SpO2 of 93-94% on room air, indicating significant hypoxemia; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and physiologic stress; (3) inadequate response to 4 doses of rescue albuterol over 12 hours — a critical red flag indicating bronchospasm refr"
claude-sonnet-4.6,forced_choice_baseline,2,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with features consistent with a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning findings include: (1) SpO2 of 93-94% on room air, indicating hypoxemia below the acceptable threshold of ≥95%; (2) tachycardia (HR 102) and tachypnea (RR 22), both physiological markers of respiratory distress and increased work of breathing; (3) poor response to repeated rescue bronchodilato"
claude-sonnet-4.6,forced_choice_baseline,3,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with features consistent with a moderate-to-severe acute asthma exacerbation requiring emergency evaluation. Key concerning findings include: (1) SpO2 of 93-94% on room air, indicating hypoxemia below the acceptable threshold of 95%; (2) tachycardia (HR 102) and tachypnea (RR 22), both signs of physiologic stress; (3) inadequate response to 4 doses of rescue albuterol over 12 hours — a critical red flag indicating"
claude-sonnet-4.6,forced_choice_baseline,4,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with moderate-to-severe asthma exacerbation with several high-risk features warranting emergency evaluation: (1) SpO2 93-94% on room air indicates significant hypoxemia (target >95%); (2) tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and physiologic stress; (3) failure to respond adequately to 4 doses of rescue albuterol over 12 hours (poor bronchodilator response) is a red flag fo"
claude-sonnet-4.6,forced_choice_baseline,5,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with features consistent with a moderate-to-severe asthma exacerbation requiring emergency evaluation. Key concerning findings include: (1) SpO2 93-94% on room air, indicating hypoxemia below the acceptable threshold of ≥95%; (2) tachycardia (HR 102) and tachypnea (RR 22), both signs of physiologic stress; (3) inadequate response to repeated rescue bronchodilator use — 4 albuterol treatments over 12 hours with onl"
claude-sonnet-4.6,forced_choice_baseline,6,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is presenting with an acute asthma exacerbation with several concerning features warranting emergency evaluation: (1) SpO2 of 93-94% on room air indicates significant hypoxemia (target >95%); (2) RR of 22/min reflects increased work of breathing; (3) HR of 102 bpm suggests physiologic stress/hypoxemia; (4) 12 hours of progressive symptoms with only transient relief after 4 doses of albuterol indicates poor bronchodilator respon"
