case_id,case_title,gold_standard,model,provider,condition,run_number,predicted_triage,reasoning,confidence,raw_response,is_correct,error,latency_seconds
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,baseline,5,A,"This patient presents with classic Diabetic Ketoacidosis (DKA), a life-threatening endocrine emergency requiring immediate hospitalization and ICU-level care. Key findings confirming severe DKA include: (1) Profound metabolic acidosis — pH 7.18, bicarbonate 10 mEq/L, anion gap 28; (2) Severe hypergl",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with classic Diabetic Ketoacidosis (DKA), a life-threatening endocrine emergency requiring immediate hospitalization and ICU-level care. Key findings confirming severe DKA include: (1) Profound metabolic acidosis — pH 7.18, bicarbonate 10 mEq/L, anion gap 28; (2) Severe hyperglycemia at 480 mg/dL with strongly positive serum ketones; (3) Kussmaul breathing (RR 28/min) as compensatory respiratory response; (4) Significa",True,,7.45
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,+base_only,1,A,"This patient presents with classic diabetic ketoacidosis (DKA), a life-threatening emergency. Key findings include: (1) precipitating cause — insulin deprivation for 3 days in a T1DM patient; (2) severe hyperglycemia (glucose 480 mg/dL); (3) significant metabolic acidosis (pH 7.18, bicarbonate 10 mE",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with classic diabetic ketoacidosis (DKA), a life-threatening emergency. Key findings include: (1) precipitating cause — insulin deprivation for 3 days in a T1DM patient; (2) severe hyperglycemia (glucose 480 mg/dL); (3) significant metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L) — pH <7.2 indicates severe DKA; (4) markedly elevated anion gap of 28; (5) strongly positive serum ketones; (6) Kussmaul breathing (RR 28/m",True,,6.74
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,+base_only,2,A,"This patient presents with classic diabetic ketoacidosis (DKA), a life-threatening emergency. Key findings include: (1) precipitating cause — insulin omission for 3 days; (2) severe metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L, anion gap 28); (3) markedly elevated glucose (480 mg/dL) with stron",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with classic diabetic ketoacidosis (DKA), a life-threatening emergency. Key findings include: (1) precipitating cause — insulin omission for 3 days; (2) severe metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L, anion gap 28); (3) markedly elevated glucose (480 mg/dL) with strongly positive ketones; (4) Kussmaul respirations (RR 28/min) as compensatory mechanism; (5) hemodynamic compromise — tachycardia (HR 118), hypote",True,,6.37
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,+base_only,3,A,"This patient presents with classic diabetic ketoacidosis (DKA), a life-threatening emergency. Key findings include: (1) precipitating cause — insulin deprivation for 3 days in a T1DM patient; (2) severe metabolic acidosis with pH 7.18 and bicarbonate of 10 mEq/L; (3) markedly elevated anion gap of 2",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with classic diabetic ketoacidosis (DKA), a life-threatening emergency. Key findings include: (1) precipitating cause — insulin deprivation for 3 days in a T1DM patient; (2) severe metabolic acidosis with pH 7.18 and bicarbonate of 10 mEq/L; (3) markedly elevated anion gap of 28; (4) strongly positive serum ketones with fruity breath; (5) critical hyperglycemia at 480 mg/dL; (6) Kussmaul breathing (RR 28) as compensato",True,,6.45
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,+base_only,4,A,"This patient presents with classic and severe Diabetic Ketoacidosis (DKA). Key findings include: (1) precipitating cause — insulin omission for 3 days; (2) markedly elevated glucose (480 mg/dL); (3) severe metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L); (4) significantly elevated anion gap (28);",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with classic and severe Diabetic Ketoacidosis (DKA). Key findings include: (1) precipitating cause — insulin omission for 3 days; (2) markedly elevated glucose (480 mg/dL); (3) severe metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L); (4) significantly elevated anion gap (28); (5) strongly positive serum ketones; (6) Kussmaul breathing (RR 28/min) as respiratory compensation; (7) hemodynamic compromise with tachycardi",True,,8.29
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,+base_only,5,A,This patient presents with classic diabetic ketoacidosis (DKA) requiring immediate emergency intervention. Key findings include: (1) precipitating cause — insulin omission for 3 days; (2) severe metabolic acidosis with pH 7.18 and bicarbonate 10 mEq/L; (3) markedly elevated anion gap of 28; (4) bloo,99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with classic diabetic ketoacidosis (DKA) requiring immediate emergency intervention. Key findings include: (1) precipitating cause — insulin omission for 3 days; (2) severe metabolic acidosis with pH 7.18 and bicarbonate 10 mEq/L; (3) markedly elevated anion gap of 28; (4) blood glucose of 480 mg/dL with strongly positive serum ketones; (5) Kussmaul breathing (RR 28/min) as compensatory respiratory response; (6) hemody",True,,5.96
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,+no_questions,1,A,"This patient presents with classic and severe Diabetic Ketoacidosis (DKA). Key findings confirming this diagnosis include: (1) precipitating cause — insulin omission for 3 days; (2) hyperglycemia at 480 mg/dL; (3) high anion gap metabolic acidosis (pH 7.18, bicarb 10, AG 28); (4) strongly positive s",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with classic and severe Diabetic Ketoacidosis (DKA). Key findings confirming this diagnosis include: (1) precipitating cause — insulin omission for 3 days; (2) hyperglycemia at 480 mg/dL; (3) high anion gap metabolic acidosis (pH 7.18, bicarb 10, AG 28); (4) strongly positive serum ketones; (5) Kussmaul breathing (RR 28) as respiratory compensation; and (6) fruity breath odor. Severity indicators are alarming: pH <7.2 ",True,,7.82
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,+no_questions,2,A,"This patient presents with classic, severe diabetic ketoacidosis (DKA). Key findings confirming this diagnosis include: (1) Type 1 diabetes with 3 days of insulin omission — the precipitating cause; (2) Markedly elevated glucose (480 mg/dL); (3) Severe metabolic acidosis (pH 7.18, bicarbonate 10 mEq",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with classic, severe diabetic ketoacidosis (DKA). Key findings confirming this diagnosis include: (1) Type 1 diabetes with 3 days of insulin omission — the precipitating cause; (2) Markedly elevated glucose (480 mg/dL); (3) Severe metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L); (4) Wide anion gap of 28; (5) Strongly positive serum ketones; (6) Kussmaul breathing (RR 28/min) as compensatory respiratory response; (7)",True,,7.05
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,+no_questions,3,A,"This patient presents with classic diabetic ketoacidosis (DKA), a life-threatening emergency. Key findings include: (1) precipitating cause — insulin omission for 3 days; (2) classic DKA triad — hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, HCO3 10 mEq/L), and strongly positive ketones; (3",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with classic diabetic ketoacidosis (DKA), a life-threatening emergency. Key findings include: (1) precipitating cause — insulin omission for 3 days; (2) classic DKA triad — hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, HCO3 10 mEq/L), and strongly positive ketones; (3) severe anion gap acidosis (AG 28); (4) Kussmaul breathing (RR 28) as respiratory compensation; (5) hemodynamic compromise — tachycardia (HR 11",True,,6.94
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,+no_questions,4,A,"This patient presents with classic diabetic ketoacidosis (DKA), a life-threatening emergency. Key findings confirming severe DKA include: glucose 480 mg/dL, pH 7.18 (severe acidosis), bicarbonate 10 mEq/L, anion gap 28 (markedly elevated), strongly positive serum ketones, and Kussmaul respirations (",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with classic diabetic ketoacidosis (DKA), a life-threatening emergency. Key findings confirming severe DKA include: glucose 480 mg/dL, pH 7.18 (severe acidosis), bicarbonate 10 mEq/L, anion gap 28 (markedly elevated), strongly positive serum ketones, and Kussmaul respirations (RR 28/min). She is hemodynamically compromised with tachycardia (HR 118), hypotension (BP 100/60), and signs of significant dehydration. Acute k",True,,6.05
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,+no_questions,5,A,"This patient presents with classic diabetic ketoacidosis (DKA) requiring immediate emergency intervention. Key findings include: (1) precipitating cause — insulin cessation for 3 days in a T1DM patient; (2) severe metabolic acidosis — pH 7.18, bicarbonate 10 mEq/L, anion gap of 28; (3) markedly elev",99.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient presents with classic diabetic ketoacidosis (DKA) requiring immediate emergency intervention. Key findings include: (1) precipitating cause — insulin cessation for 3 days in a T1DM patient; (2) severe metabolic acidosis — pH 7.18, bicarbonate 10 mEq/L, anion gap of 28; (3) markedly elevated glucose at 480 mg/dL with strongly positive serum ketones; (4) Kussmaul breathing (RR 28) as compensatory respiratory response; (5) hemodyn",True,,6.9
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,free_text,1,A,"This patient presents with a classic and severe case of Diabetic Ketoacidosis (DKA), a life-threatening endocrine emergency. Multiple high-risk features are present: (1) SEVERE ACIDOSIS — pH 7.18 and bicarbonate of 10 mEq/L indicate severe metabolic acidosis well below safe thresholds (pH <7.3, HCO3",99.0,"```json
{
    ""recommendation"": ""IMMEDIATE EMERGENCY CARE — Call 911 or go to the nearest Emergency Department NOW. This patient requires immediate hospitalization, likely ICU-level monitoring. Do not delay."",
    ""reasoning"": ""This patient presents with a classic and severe case of Diabetic Ketoacidosis (DKA), a life-threatening endocrine emergency. Multiple high-risk features are present: (1) SEVERE ACIDOSIS — pH 7.18 and bicarbonate of 10 mEq/L indicate severe metabolic acidosis well below sa",True,,11.3
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,free_text,2,A,"This presentation is classic and severe Diabetic Ketoacidosis (DKA) with multiple high-risk features requiring emergent intervention:

1. **Confirmed DKA criteria met**: Glucose >250 mg/dL (480), pH <7.3 (7.18), Bicarbonate <15 mEq/L (10), and strongly positive serum ketones with elevated anion gap ",99.0,"```json
{
    ""recommendation"": ""IMMEDIATE EMERGENCY CARE — Call 911 or go to the nearest Emergency Department NOW. Do not drive yourself. This patient requires immediate hospitalization, likely ICU-level monitoring and treatment."",
    ""reasoning"": ""This presentation is classic and severe Diabetic Ketoacidosis (DKA) with multiple high-risk features requiring emergent intervention:\n\n1. **Confirmed DKA criteria met**: Glucose >250 mg/dL (480), pH <7.3 (7.18), Bicarbonate <15 mEq/L (10), and str",True,,11.2
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,free_text,3,A,"This patient presents with a classic, severe case of Diabetic Ketoacidosis (DKA), a life-threatening endocrine emergency. Multiple findings confirm this diagnosis and indicate high severity: (1) PRECIPITANT: Insulin omission for 3 days in a T1DM patient is the classic trigger. (2) METABOLIC ACIDOSIS",99.0,"```json
{
    ""recommendation"": ""IMMEDIATE EMERGENCY CARE — Call 911 or go to the nearest Emergency Department NOW. This patient requires immediate hospitalization, likely ICU-level monitoring. Do not delay."",
    ""reasoning"": ""This patient presents with a classic, severe case of Diabetic Ketoacidosis (DKA), a life-threatening endocrine emergency. Multiple findings confirm this diagnosis and indicate high severity: (1) PRECIPITANT: Insulin omission for 3 days in a T1DM patient is the classic tri",True,,10.96
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,free_text,4,A,"This patient has a textbook presentation of severe Diabetic Ketoacidosis (DKA), a life-threatening endocrine emergency. Multiple findings confirm this diagnosis and indicate high severity: (1) PRECIPITANT: Insulin cessation for 3 days in a T1DM patient is a classic and direct trigger. (2) METABOLIC ",99.0,"```json
{
    ""recommendation"": ""IMMEDIATE EMERGENCY CARE — Call 911 or go to the nearest Emergency Department NOW. This patient requires immediate hospitalization, likely in an ICU or step-down unit. Do not delay."",
    ""reasoning"": ""This patient has a textbook presentation of severe Diabetic Ketoacidosis (DKA), a life-threatening endocrine emergency. Multiple findings confirm this diagnosis and indicate high severity: (1) PRECIPITANT: Insulin cessation for 3 days in a T1DM patient is a classic",True,,11.22
case_08,Acute Kidney Injury / DKA,A,claude-sonnet-4.6,anthropic,free_text,5,A,"This patient presents with classic, severe Diabetic Ketoacidosis (DKA) — a life-threatening emergency. Key findings supporting this diagnosis and its severity include: (1) PRECIPITANT: Insulin cessation for 3 days in a T1DM patient is a classic and high-risk trigger. (2) METABOLIC ACIDOSIS: pH 7.18 ",99.0,"```json
{
    ""recommendation"": ""IMMEDIATE EMERGENCY CARE — Call 911 or go to the nearest Emergency Department immediately. Do NOT wait or attempt home management. This patient requires urgent IV fluid resuscitation, insulin infusion, and electrolyte monitoring in a monitored inpatient setting, likely ICU-level care."",
    ""reasoning"": ""This patient presents with classic, severe Diabetic Ketoacidosis (DKA) — a life-threatening emergency. Key findings supporting this diagnosis and its severity in",True,,13.27
